Flight Time (s),Latitude (deg),Longitude (deg),Altitude (km),Roll (deg),Pitch (deg),Yaw (deg),Omega (x) (Body),Omega (y) (Body),Omega (z) (Body),Velocity x (km/s)(J2000),Velocity y (km/s)(J2000),Velocity z (km/s)(J2000),Thrust (kN)(main engines),Mass (tonnes),Thrust to Effective Weight ratio,Mach Number,AoA (in pitch)(deg),AoS(yaw)(deg),AoA (total)(deg),Dynamic Pressure (Kpa),Acceleration with Gravity included (m/s^2)(J2000),Acceleration without gravity (m/s^2)(Body),Load_Factor_Axial,Velocity x (m/s)(J2000),Velocity y (m/s)(J2000),Velocity z (m/s)(J2000),T,P,rho,mu,Re,k,omega
0.0,-19.9581120504121,148.113603003304,0.0315641292249784,0,88.0,64.0,0.0,0.0,0.0,-0.238747438470651,-0.366423985592467,0.0005613144825331,469.040334114749,34.596754597217,1.38534999996662,0.0094667312785379,87.9999999117672,39.1485765699212,88.4491026543934,6.33270035243363,3.76303383300438,13.5572323843477,1.38110499529579,-238.747438470651,-366.42398559246703,0.5613144825331,287.944834178776,100946.39170427,1.22129142897801,1.788307554327143e-05,29867394.528153326,7.1725196875392765,12.513909740811076
0.0533232966283629,-19.9581120473679,148.11360300905,0.0315694801416248,0,88.0,64.0,-0.0013563494866869,-0.0035316083323639,0.0017708337873753,-0.238920158606365,-0.366338459257581,0.0005050714321628,469.035195732461,34.5851934486702,1.38579791579126,0.009541543678451,83.4504345781216,38.759248239693,84.8971295557865,6.43318216956839,3.76740032686212,13.5616138373416,1.38155134687341,-238.92015860636502,-366.338459257581,0.5050714321627999,287.944799398163,100946.327618184,1.22129080115658,1.7883073864570877e-05,29868925.71656126,,
0.106646593256726,-19.9581120382345,148.113603026289,0.0315855411980301,0,88.0,64.0,-0.0013574452454606,-0.003534500550311,0.0017721613834398,-0.239093068362243,-0.366252822105784,0.0004487519166054,469.030202963931,34.5736323314679,1.38624656497238,0.0096526252780199,79.0418725422295,38.2077775718277,81.4096504838676,6.58383033123996,3.77177197603184,13.5660014836032,1.38199833372672,-239.093068362243,-366.25282210578405,0.4487519166054,287.944695002334,100946.135260642,1.22128891671917,1.7883068825862793e-05,29870438.731991623,,
0.159969889885089,-19.9581120230103,148.113603055025,0.0316123248692602,0,88.0,64.0,-0.0013564963545876,-0.003532069032083,0.0017708194097612,-0.239266169798935,-0.366167071867401,0.0003923560149636,469.025355978091,34.5620712456101,1.38669594874946,0.0097988655508521,74.8170464439605,37.5143203544002,78.0099971359948,6.78481412149707,3.77614887459695,13.5703953306761,1.38244595667221,-239.266169798935,-366.167071867401,0.39235601496359995,287.944520910201,100945.81448283,1.22128577420656,1.7883060423231666e-05,29871933.509275947,,
0.213293186513452,-19.9581120016937,148.113603095263,0.0316498436471447,0,88.0,64.0,-0.0013565668295329,-0.0035322916917713,0.0017708083224753,-0.239439461788661,-0.366081208432405,0.0003358837765046,469.020654943648,34.5505101910967,1.38714606836298,0.0099788400881826,70.807359723552,36.702364638321,74.7178880996664,7.03630326741076,3.7805311136014,13.5747953861712,1.38289421652597,-239.439461788661,-366.081208432405,0.3358837765046,287.944277040572,100945.365136134,1.22128137216057,1.78830486527558e-05,29873409.987821728,,
0.266616483141815,-19.958111974283,148.113603147005,0.0316981100402772,0,88.0,64.0,-0.0013576687055205,-0.0035351998686432,0.0017721438344441,-0.239612943219263,-0.365995231758881,0.0002793352297721,469.016100029083,34.5389491679278,1.38759692505443,0.0101908810427069,67.0327967758519,35.7967010105169,71.5489944375663,7.33846792879302,3.78491877992402,13.5792016577554,1.38334311410367,-239.612943219263,-365.995231758881,0.2793352297721,287.943963312143,100944.78707214,1.22127570912403,1.7883033510506905e-05,29874868.111386932,,
0.319939779770178,-19.9581119407764,148.113603210255,0.0317571365823969,0,88.0,64.0,-0.0013567168627072,-0.0035327606960798,0.0017707979311734,-0.239786616240806,-0.365909139740792,0.0002227103918262,469.01169140276,34.5273881761034,1.38804852006664,0.0104331505188568,63.5029947575165,34.8216654535756,68.5148380282556,7.69147868507237,3.78931195546308,13.5836141531448,1.38379265022098,-239.78661624080598,-365.909139740792,0.2227103918262,287.943579643449,100944.080142533,1.22126878363988,1.7883014992547732e-05,29876307.827791937,,
0.37326307639854,-19.958111901172,148.113603285015,0.0318269358212128,0,88.0,64.0,-0.001357812735239,-0.0035356532656275,0.001772125551438,-0.239960478725008,-0.36582293313881,0.0001660092529322,469.007429232776,34.5158272156234,1.38850085464331,0.0107037107445072,60.2190056465163,33.7998203700507,65.622970729044,8.0955065201675,3.79371071661505,13.5880328800915,1.38424282569308,-239.96047872500802,-365.82293313880996,0.1660092529322,287.943125952935,100943.244199239,1.22126059425241,1.7882993094935496e-05,29877729.088645935,,
0.426586373026903,-19.9581118554679,148.113603371288,0.0319075203258544,0,88.0,64.0,-0.0013568639495262,-0.0035332220764044,0.0017707835834485,-0.24013453285753,-0.36573660994686,0.0001092317978689,469.003313687057,34.5042662864879,1.38895393002932,0.0110005865140238,57.1753075837818,32.7511160067083,62.8773586287376,8.55072280615573,3.79811513403312,13.5924578463792,1.38469364133503,-240.13453285753,-365.73660994686,0.1092317978689,287.942602158907,100942.27909433,1.22125113950647,1.7882967813719522e-05,29879131.849018227,,
0.479909669655266,-19.9581118036623,148.113603469076,0.0319989026803523,0,88.0,64.0,-0.0013569375047521,-0.0035334528159571,0.0017707763811985,-0.240308777628019,-0.365650170308688,5.23779905218311e-05,468.999344933272,34.4927053886968,1.38940774747046,0.0113218172530048,54.3617417810525,31.6924849142268,60.2788903132823,9.05729928648733,3.80252527260778,13.596889059815,1.3851450979615,-240.308777628019,-365.650170308688,0.0523779905218311,287.942008179574,100941.184680106,1.22124041794821,1.788293914494322e-05,29880516.067137554,,
